"t / s";"CH1 / V";"CH2 / V";"MATH / V";"f / Hz";"SP1 / dB";"SP2 / dB";"SPM / dB"
0,003677;-0,048;2;1,952;183.850;-60;-60;-60
0,003678;-0,08;2;1,92;183.900;-60;-60;-60
0,003679;-0,08;2;1,92;183.950;-60;-60;-60
0,00368;-0,08;2;1,92;184.000;-47,5562;-60;-47,5418
0,003681;-0,08;2;1,92;184.050;-49,4513;-60;-49,4355
0,003682;-0,08;2;1,92;184.100;-60;-60;-60
0,003683;-0,08;2;1,92;184.150;-60;-60;-60
0,003684;-0,08;2;1,92;184.200;-60;-60;-60
0,003685;-0,08;2;1,92;184.250;-60;-60;-60
0,003686;-0,08;2;1,92;184.300;-60;-60;-60
0,003687;-0,092;2;1,908;184.350;-60;-60;-60
0,003688;-0,12;2;1,88;184.400;-60;-60;-60
0,003689;-0,12;2;1,88;184.450;-60;-60;-60
0,00369;-0,12;2;1,88;184.500;-60;-53,6936;-53,6324
0,003691;-0,12;2;1,88;184.550;-60;-55,5768;-55,5132
0,003692;-0,12;2;1,88;184.600;-60;-60;-60
0,003693;-0,12;2;1,88;184.650;-60;-60;-60
0,003694;-0,12;2;1,88;184.700;-60;-60;-60
0,003695;-0,12;2;1,88;184.750;-60;-60;-60
0,003696;-0,12;2;1,88;184.800;-60;-60;-60
0,003697;-0,136;2;1,864;184.850;-60;-60;-60
0,003698;-0,16;2;1,84;184.900;-60;-60;-60
0,003699;-0,16;2;1,84;184.950;-60;-60;-60
0,0037;-0,16;2;1,84;185.000;-47,6183;-60;-47,6038
0,003701;-0,16;2;1,84;185.050;-49,4865;-60;-49,4706
0,003702;-0,16;2;1,84;185.100;-60;-60;-60
0,003703;-0,16;2;1,84;185.150;-60;-60;-60
0,003704;-0,16;2;1,84;185.200;-60;-60;-60
0,003705;-0,16;2;1,84;185.250;-60;-60;-60
0,003706;-0,16;2;1,84;185.300;-60;-60;-60
0,003707;-0,18;2;1,82;185.350;-60;-60;-60
0,003708;-0,2;2;1,8;185.400;-60;-60;-60
0,003709;-0,2;2;1,8;185.450;-60;-60;-60
0,00371;-0,2;2;1,8;185.500;-60;-53,7565;-53,6974
0,003711;-0,2;2;1,8;185.550;-60;-55,6108;-55,5431
0,003712;-0,2;2;1,8;185.600;-60;-60;-60
0,003713;-0,2;2;1,8;185.650;-60;-60;-60
0,003714;-0,2;2;1,8;185.700;-60;-60;-60
0,003715;-0,2;2;1,8;185.750;-60;-60;-60
0,003716;-0,2;2;1,8;185.800;-60;-60;-60
0,003717;-0,224;2;1,776;185.850;-60;-60;-60
0,003718;-0,24;2;1,76;185.900;-60;-60;-60
0,003719;-0,24;2;1,76;185.950;-60;-60;-60
0,00372;-0,24;2;1,76;186.000;-47,6798;-60;-47,6651
0,003721;-0,24;2;1,76;186.050;-49,5221;-60;-49,506
0,003722;-0,24;2;1,76;186.100;-60;-60;-60
0,003723;-0,24;2;1,76;186.150;-60;-60;-60
0,003724;-0,24;2;1,76;186.200;-60;-60;-60
0,003725;-0,24;2;1,76;186.250;-60;-60;-60
0,003726;-0,24;2;1,76;186.300;-60;-60;-60
0,003727;-0,268;2;1,732;186.350;-60;-60;-60
0,003728;-0,28;2;1,72;186.400;-60;-60;-60
0,003729;-0,28;2;1,72;186.450;-60;-60;-60
0,00373;-0,28;2;1,72;186.500;-60;-53,8193;-53,7617
0,003731;-0,28;2;1,72;186.550;-60;-55,6446;-55,5737
0,003732;-0,28;2;1,72;186.600;-60;-60;-60
0,003733;-0,28;2;1,72;186.650;-60;-60;-60
0,003734;-0,28;2;1,72;186.700;-60;-60;-60
0,003735;-0,28;2;1,72;186.750;-60;-60;-60
0,003736;-0,28;2;1,72;186.800;-60;-60;-60
0,003737;-0,312;2;1,688;186.850;-60;-60;-60
0,003738;-0,32;2;1,68;186.900;-60;-60;-60
0,003739;-0,32;2;1,68;186.950;-60;-60;-60
0,00374;-0,32;2;1,68;187.000;-47,742;-60;-47,7272
0,003741;-0,32;2;1,68;187.050;-49,5564;-60;-49,5401
0,003742;-0,32;2;1,68;187.100;-60;-60;-60
0,003743;-0,32;2;1,68;187.150;-60;-60;-60
0,003744;-0,32;2;1,68;187.200;-60;-60;-60
0,003745;-0,32;2;1,68;187.250;-60;-60;-60
0,003746;-0,32;2;1,68;187.300;-60;-60;-60
0,003747;-0,356;2;1,644;187.350;-60;-60;-60
0,003748;-0,36;2;1,64;187.400;-60;-60;-60
0,003749;-0,36;2;1,64;187.450;-60;-60;-60
0,00375;-0,36;2;1,64;187.500;-60;-53,882;-53,8231
0,003751;-0,36;2;1,64;187.550;-60;-55,6782;-55,6076
0,003752;-0,36;2;1,64;187.600;-60;-60;-60
0,003753;-0,36;2;1,64;187.650;-60;-60;-60
0,003754;-0,36;2;1,64;187.700;-60;-60;-60
0,003755;-0,36;2;1,64;187.750;-60;-60;-60
0,003756;-0,36;2;1,64;187.800;-60;-60;-60
0,003757;-0,4;2;1,6;187.850;-60;-60;-60
0,003758;-0,4;2;1,6;187.900;-60;-60;-60
0,003759;-0,4;2;1,6;187.950;-60;-60;-60
0,00376;-0,4;2;1,6;188.000;-47,8057;-60;-47,7908
0,003761;-0,4;2;1,6;188.050;-49,5885;-60;-49,5721
0,003762;-0,4;2;1,6;188.100;-60;-60;-60
0,003763;-0,4;2;1,6;188.150;-60;-60;-60
0,003764;-0,4;2;1,6;188.200;-60;-60;-60
0,003765;-0,4;2;1,6;188.250;-60;-60;-60
0,003766;-0,404;2;1,596;188.300;-60;-60;-60
0,003767;-0,44;2;1,56;188.350;-60;-60;-60
0,003768;-0,44;2;1,56;188.400;-60;-60;-60
0,003769;-0,44;2;1,56;188.450;-60;-60;-60
0,00377;-0,44;2;1,56;188.500;-60;-53,9444;-53,8816
0,003771;-0,44;2;1,56;188.550;-60;-55,7117;-55,6447
0,003772;-0,44;2;1,56;188.600;-60;-60;-60
0,003773;-0,44;2;1,56;188.650;-60;-60;-60
0,003774;-0,44;2;1,56;188.700;-60;-60;-60
0,003775;-0,44;2;1,56;188.750;-60;-60;-60
0,003776;-0,448;2;1,552;188.800;-60;-60;-60
0,003777;-0,48;2;1,52;188.850;-60;-60;-60
0,003778;-0,48;2;1,52;188.900;-60;-60;-60
0,003779;-0,48;2;1,52;188.950;-60;-60;-60
0,00378;-0,48;2;1,52;189.000;-47,87;-60;-47,8549
0,003781;-0,48;2;1,52;189.050;-49,6196;-60;-49,603
0,003782;-0,48;2;1,52;189.100;-60;-60;-60
0,003783;-0,48;2;1,52;189.150;-60;-60;-60
0,003784;-0,48;2;1,52;189.200;-60;-60;-60
0,003785;-0,48;2;1,52;189.250;-60;-60;-60
0,003786;-0,492;2;1,508;189.300;-60;-60;-60
0,003787;-0,52;2;1,48;189.350;-60;-60;-60
0,003788;-0,52;2;1,48;189.400;-60;-60;-60
0,003789;-0,52;2;1,48;189.450;-60;-60;-60
0,00379;-0,52;2;1,48;189.500;-60;-54,0068;-53,94
0,003791;-0,52;2;1,48;189.550;-60;-55,745;-55,6813
0,003792;-0,52;2;1,48;189.600;-60;-60;-60
0,003793;-0,52;2;1,48;189.650;-60;-60;-60
0,003794;-0,52;2;1,48;189.700;-60;-60;-60
0,003795;-0,52;2;1,48;189.750;-60;-60;-60
0,003796;-0,536;2;1,464;189.800;-60;-60;-60
0,003797;-0,56;2;1,44;189.850;-60;-60;-60
0,003798;-0,56;2;1,44;189.900;-60;-60;-60
0,003799;-0,56;2;1,44;189.950;-60;-60;-60
0,0038;-0,56;2;1,44;190.000;-47,9332;-60;-47,918
0,003801;-0,56;2;1,44;190.050;-49,6517;-60;-49,6349
0,003802;-0,56;2;1,44;190.100;-60;-60;-60
0,003803;-0,56;2;1,44;190.150;-60;-60;-60
0,003804;-0,56;2;1,44;190.200;-60;-60;-60
0,003805;-0,56;2;1,44;190.250;-60;-60;-60
0,003806;-0,58;2;1,42;190.300;-60;-60;-60
0,003807;-0,6;2;1,4;190.350;-60;-60;-60
0,003808;-0,6;2;1,4;190.400;-60;-60;-60
0,003809;-0,6;2;1,4;190.450;-60;-60;-60
0,00381;-0,6;2;1,4;190.500;-60;-54,0689;-54,0015
0,003811;-0,6;2;1,4;190.550;-60;-55,7782;-55,7137
0,003812;-0,6;2;1,4;190.600;-60;-60;-60
0,003813;-0,6;2;1,4;190.650;-60;-60;-60
0,003814;-0,6;2;1,4;190.700;-60;-60;-60
0,003815;-0,6;2;1,4;190.750;-60;-60;-60
0,003816;-0,624;2;1,376;190.800;-60;-60;-60
0,003817;-0,64;2;1,36;190.850;-60;-60;-60
0,003818;-0,64;2;1,36;190.900;-60;-60;-60
0,003819;-0,64;2;1,36;190.950;-60;-60;-60
0,00382;-0,64;2;1,36;191.000;-47,9942;-60;-47,9788
0,003821;-0,64;2;1,36;191.050;-49,6861;-60;-49,6692
0,003822;-0,64;2;1,36;191.100;-60;-60;-60
0,003823;-0,64;2;1,36;191.150;-60;-60;-60
0,003824;-0,64;2;1,36;191.200;-60;-60;-60
0,003825;-0,64;2;1,36;191.250;-60;-60;-60
0,003826;-0,668;2;1,332;191.300;-60;-60;-60
0,003827;-0,68;2;1,32;191.350;-60;-60;-60
0,003828;-0,68;2;1,32;191.400;-60;-60;-60
0,003829;-0,68;2;1,32;191.450;-60;-60;-60
0,00383;-0,68;2;1,32;191.500;-60;-54,131;-54,0676
0,003831;-0,68;2;1,32;191.550;-60;-55,8112;-55,7401
0,003832;-0,68;2;1,32;191.600;-60;-60;-60
0,003833;-0,68;2;1,32;191.650;-60;-60;-60
0,003834;-0,68;2;1,32;191.700;-60;-60;-60
0,003835;-0,68;2;1,32;191.750;-60;-60;-60
0,003836;-0,712;2;1,288;191.800;-60;-60;-60
0,003837;-0,72;2;1,28;191.850;-60;-60;-60
0,003838;-0,72;2;1,28;191.900;-60;-60;-60
0,003839;-0,72;2;1,28;191.950;-60;-60;-60
0,00384;-0,72;2;1,28;192.000;-48,0374;-60;-48,022
0,003841;-0,72;2;1,28;192.050;-49,7224;-60;-49,7053
0,003842;-0,72;2;1,28;192.100;-60;-60;-60
0,003843;-0,72;2;1,28;192.150;-60;-60;-60
0,003844;-0,72;2;1,28;192.200;-60;-60;-60
0,003845;-0,72;2;1,28;192.250;-60;-60;-60
0,003846;-0,756;2;1,244;192.300;-60;-60;-60
0,003847;-0,76;2;1,24;192.350;-60;-60;-60
0,003848;-0,76;2;1,24;192.400;-60;-60;-60
0,003849;-0,76;2;1,24;192.450;-60;-60;-60
0,00385;-0,76;2;1,24;192.500;-60;-54,1929;-54,1296
0,003851;-0,76;2;1,24;192.550;-60;-55,8441;-55,7715
0,003852;-0,76;2;1,24;192.600;-60;-60;-60
0,003853;-0,76;2;1,24;192.650;-60;-60;-60
0,003854;-0,76;2;1,24;192.700;-60;-60;-60
0,003855;-0,76;2;1,24;192.750;-60;-60;-60
0,003856;-0,8;2;1,2;192.800;-60;-60;-60
0,003857;-0,8;2;1,2;192.850;-60;-60;-60
0,003858;-0,8;2;1,2;192.900;-60;-60;-60
0,003859;-0,8;2;1,2;192.950;-60;-60;-60
0,00386;-0,8;2;1,2;193.000;-48,1155;-60;-48,0998
0,003861;-0,8;2;1,2;193.050;-49,7551;-60;-49,7378
0,003862;-0,8;2;1,2;193.100;-60;-60;-60
0,003863;-0,8;2;1,2;193.150;-60;-60;-60
0,003864;-0,8;2;1,2;193.200;-60;-60;-60
0,003865;-0,804;2;1,196;193.250;-60;-60;-60
0,003866;-0,84;2;1,16;193.300;-60;-60;-60
0,003867;-0,84;2;1,16;193.350;-60;-60;-60
0,003868;-0,84;2;1,16;193.400;-60;-60;-60
0,003869;-0,84;2;1,16;193.450;-60;-60;-60
0,00387;-0,84;2;1,16;193.500;-60;-54,2546;-54,1921
0,003871;-0,84;2;1,16;193.550;-60;-55,8769;-55,8022
0,003872;-0,84;2;1,16;193.600;-60;-60;-60
0,003873;-0,84;2;1,16;193.650;-60;-60;-60
0,003874;-0,84;2;1,16;193.700;-60;-60;-60
0,003875;-0,848;2;1,152;193.750;-60;-60;-60
0,003876;-0,88;2;1,12;193.800;-60;-60;-60
0,003877;-0,88;2;1,12;193.850;-60;-60;-60
0,003878;-0,88;2;1,12;193.900;-60;-60;-60
0,003879;-0,88;2;1,12;193.950;-60;-60;-60
0,00388;-0,88;2;1,12;194.000;-48,1779;-60;-48,162
0,003881;-0,88;2;1,12;194.050;-49,7869;-60;-49,7694
0,003882;-0,88;2;1,12;194.100;-60;-60;-60
0,003883;-0,88;2;1,12;194.150;-60;-60;-60
0,003884;-0,88;2;1,12;194.200;-60;-60;-60
0,003885;-0,892;2;1,108;194.250;-60;-60;-60
0,003886;-0,92;2;1,08;194.300;-60;-60;-60
0,003887;-0,92;2;1,08;194.350;-60;-60;-60
0,003888;-0,92;2;1,08;194.400;-60;-60;-60
0,003889;-0,92;2;1,08;194.450;-60;-60;-60
0,00389;-0,92;2;1,08;194.500;-60;-54,3163;-54,2495
0,003891;-0,92;2;1,08;194.550;-60;-55,9095;-55,8386
0,003892;-0,92;2;1,08;194.600;-60;-60;-60
0,003893;-0,92;2;1,08;194.650;-60;-60;-60
0,003894;-0,92;2;1,08;194.700;-60;-60;-60
0,003895;-0,936;2;1,064;194.750;-60;-60;-60
0,003896;-0,96;2;1,04;194.800;-60;-60;-60
0,003897;-0,96;2;1,04;194.850;-60;-60;-60
0,003898;-0,96;2;1,04;194.900;-60;-60;-60
0,003899;-0,96;2;1,04;194.950;-60;-60;-60
0,0039;-0,96;2;1,04;195.000;-48,2418;-60;-48,2258
0,003901;-0,96;2;1,04;195.050;-49,8165;-60;-49,7989
0,003902;-0,96;2;1,04;195.100;-60;-60;-60
0,003903;-0,96;2;1,04;195.150;-60;-60;-60
0,003904;-0,96;2;1,04;195.200;-60;-60;-60
0,003905;-0,98;2;1,02;195.250;-60;-60;-60
0,003906;-1;2;1;195.300;-60;-60;-60
0,003907;-1;2;1;195.350;-60;-60;-60
0,003908;-1;2;1;195.400;-60;-60;-60
0,003909;-1;2;1;195.450;-60;-60;-60
0,00391;-1;2;1;195.500;-60;-54,3778;-54,3058
0,003911;-1;2;1;195.550;-60;-55,942;-55,8759
0,003912;-1;2;1;195.600;-60;-60;-60
0,003913;-1;2;1;195.650;-60;-60;-60
0,003914;-1;2;1;195.700;-60;-60;-60
0,003915;-1,024;2;0,976;195.750;-60;-60;-60
0,003916;-1,04;2;0,96;195.800;-60;-60;-60
0,003917;-1,04;2;0,96;195.850;-60;-60;-60
0,003918;-1,04;2;0,96;195.900;-60;-60;-60
0,003919;-1,04;2;0,96;195.950;-60;-60;-60
0,00392;-1,04;2;0,96;196.000;-48,3048;-60;-48,2886
0,003921;-1,04;2;0,96;196.050;-49,8471;-60;-49,8294
0,003922;-1,04;2;0,96;196.100;-60;-60;-60
0,003923;-1,04;2;0,96;196.150;-60;-60;-60
0,003924;-1,04;2;0,96;196.200;-60;-60;-60
0,003925;-1,068;2;0,932;196.250;-60;-60;-60
0,003926;-1,08;2;0,92;196.300;-60;-60;-60
0,003927;-1,08;2;0,92;196.350;-60;-60;-60
0,003928;-1,08;2;0,92;196.400;-60;-60;-60
0,003929;-1,08;2;0,92;196.450;-60;-60;-60
0,00393;-1,08;2;0,92;196.500;-60;-54,4391;-54,3663
0,003931;-1,08;2;0,92;196.550;-60;-55,9743;-55,9075
0,003932;-1,08;2;0,92;196.600;-60;-60;-60
0,003933;-1,08;2;0,92;196.650;-60;-60;-60
0,003934;-1,08;2;0,92;196.700;-60;-60;-60
0,003935;-1,112;2;0,888;196.750;-60;-60;-60
0,003936;-1,12;2;0,88;196.800;-60;-60;-60
0,003937;-1,12;2;0,88;196.850;-60;-60;-60
0,003938;-1,12;2;0,88;196.900;-60;-60;-60
0,003939;-1,12;2;0,88;196.950;-60;-60;-60
0,00394;-1,12;2;0,88;197.000;-48,3643;-60;-48,348
0,003941;-1,12;2;0,88;197.050;-49,8815;-60;-49,8636
0,003942;-1,12;2;0,88;197.100;-60;-60;-60
0,003943;-1,12;2;0,88;197.150;-60;-60;-60
0,003944;-1,12;2;0,88;197.200;-60;-60;-60
0,003945;-1,156;2;0,844;197.250;-60;-60;-60
0,003946;-1,16;2;0,84;197.300;-60;-60;-60
0,003947;-1,16;2;0,84;197.350;-60;-60;-60
0,003948;-1,16;2;0,84;197.400;-60;-60;-60
0,003949;-1,16;2;0,84;197.450;-60;-60;-60
0,00395;-1,16;2;0,84;197.500;-60;-54,5003;-54,4338
0,003951;-1,16;2;0,84;197.550;-60;-56,0065;-55,9305
0,003952;-1,16;2;0,84;197.600;-60;-60;-60
0,003953;-1,16;2;0,84;197.650;-60;-60;-60
0,003954;-1,16;2;0,84;197.700;-60;-60;-60
0,003955;-1,2;2;0,8;197.750;-60;-60;-60
0,003956;-1,2;2;0,8;197.800;-60;-60;-60
0,003957;-1,2;2;0,8;197.850;-60;-60;-60
0,003958;-1,2;2;0,8;197.900;-60;-60;-60
0,003959;-1,2;2;0,8;197.950;-60;-60;-60
0,00396;-1,2;2;0,8;198.000;-48,4208;-60;-48,4043
0,003961;-1,2;2;0,8;198.050;-49,9193;-60;-49,9012
0,003962;-1,2;2;0,8;198.100;-60;-60;-60
0,003963;-1,2;2;0,8;198.150;-60;-60;-60
0,003964;-1,204;2;0,796;198.200;-60;-60;-60
0,003965;-1,24;2;0,76;198.250;-60;-60;-60
0,003966;-1,24;2;0,76;198.300;-60;-60;-60
0,003967;-1,24;2;0,76;198.350;-60;-60;-60
0,003968;-1,24;2;0,76;198.400;-60;-60;-60
0,003969;-1,24;2;0,76;198.450;-60;-60;-60
0,00397;-1,24;2;0,76;198.500;-60;-54,5615;-54,5044
0,003971;-1,24;2;0,76;198.550;-60;-56,0386;-55,9499
0,003972;-1,24;2;0,76;198.600;-60;-60;-60
0,003973;-1,24;2;0,76;198.650;-60;-60;-60
0,003974;-1,248;2;0,752;198.700;-60;-60;-60
0,003975;-1,28;2;0,72;198.750;-60;-60;-60
0,003976;-1,28;2;0,72;198.800;-60;-60;-60
0,003977;-1,28;2;0,72;198.850;-60;-60;-60
0,003978;-1,28;2;0,72;198.900;-60;-60;-60
0,003979;-1,28;2;0,72;198.950;-60;-60;-60
0,00398;-1,28;2;0,72;199.000;-48,4778;-60;-48,4612
0,003981;-1,28;2;0,72;199.050;-49,9562;-60;-49,9379
0,003982;-1,28;2;0,72;199.100;-60;-60;-60
0,003983;-1,28;2;0,72;199.150;-60;-60;-60
0,003984;-1,292;2;0,708;199.200;-60;-60;-60
0,003985;-1,32;2;0,68;199.250;-60;-60;-60
0,003986;-1,32;2;0,68;199.300;-60;-60;-60
0,003987;-1,32;2;0,68;199.350;-60;-60;-60
0,003988;-1,32;2;0,68;199.400;-60;-60;-60
0,003989;-1,32;2;0,68;199.450;-60;-60;-60
0,00399;-1,32;2;0,68;199.500;-60;-54,6224;-54,5682
0,003991;-1,32;2;0,68;199.550;-60;-56,0706;-55,9775
0,003992;-1,32;2;0,68;199.600;-60;-60;-60
0,003993;-1,32;2;0,68;199.650;-60;-60;-60
0,003994;-1,336;2;0,664;199.700;-60;-60;-60
0,003995;-1,36;2;0,64;199.750;-60;-60;-60
0,003996;-1,36;2;0,64;199.800;-60;-60;-60
0,003997;-1,36;2;0,64;199.850;-60;-60;-60
0,003998;-1,36;2;0,64;199.900;-60;-60;-60
0,003999;-1,36;2;0,64;199.950;-60;-60;-60
0,004;-1,36;2;0,64;200.000;-48,5409;-60;-48,5241
0,004001;-1,36;2;0,64;200.050;-49,9854;-60;-49,9669
0,004002;-1,36;2;0,64;200.100;-60;-60;-60
0,004003;-1,36;2;0,64;200.150;-60;-60;-60
0,004004;-1,38;2;0,62;200.200;-60;-60;-60
0,004005;-1,4;2;0,6;200.250;-60;-60;-60
0,004006;-1,4;2;0,6;200.300;-60;-60;-60
0,004007;-1,4;2;0,6;200.350;-60;-60;-60
0,004008;-1,4;2;0,6;200.400;-60;-60;-60
0,004009;-1,4;2;0,6;200.450;-60;-60;-60
0,00401;-1,4;2;0,6;200.500;-60;-54,6833;-54,6132
0,004011;-1,4;2;0,6;200.550;-60;-56,1024;-56,0277
0,004012;-1,4;2;0,6;200.600;-60;-60;-60
0,004013;-1,4;2;0,6;200.650;-60;-60;-60
0,004014;-1,424;2;0,576;200.700;-60;-60;-60
0,004015;-1,44;2;0,56;200.750;-60;-60;-60
0,004016;-1,44;2;0,56;200.800;-60;-60;-60
0,004017;-1,44;2;0,56;200.850;-60;-60;-60
0,004018;-1,44;2;0,56;200.900;-60;-60;-60
0,004019;-1,44;2;0,56;200.950;-60;-60;-60
0,00402;-1,44;2;0,56;201.000;-48,6178;-60;-48,6008
0,004021;-1,44;2;0,56;201.050;-49,9974;-60;-49,9787
0,004022;-1,44;2;0,56;201.100;-60;-60;-60
0,004023;-1,44;2;0,56;201.150;-60;-60;-60
0,004024;-1,468;2;0,532;201.200;-60;-60;-60
0,004025;-1,48;2;0,52;201.250;-60;-60;-60
0,004026;-1,48;2;0,52;201.300;-60;-60;-60
0,004027;-1,48;2;0,52;201.350;-60;-60;-60
0,004028;-1,48;2;0,52;201.400;-60;-60;-60
0,004029;-1,48;2;0,52;201.450;-60;-60;-60
0,00403;-1,48;2;0,52;201.500;-60;-54,744;-54,6041
0,004031;-1,48;2;0,52;201.550;-60;-56,1341;-56,1487
0,004032;-1,48;2;0,52;201.600;-60;-60;-60
0,004033;-1,48;2;0,52;201.650;-60;-60;-60
0,004034;-1,512;2;0,488;201.700;-60;-60;-60
0,004035;-1,52;2;0,48;201.750;-60;-60;-60
0,004036;-1,52;2;0,48;201.800;-60;-60;-60
0,004037;-1,52;2;0,48;201.850;-60;-60;-60
0,004038;-1,52;2;0,48;201.900;-60;-60;-60
0,004039;-1,52;2;0,48;201.950;-60;-60;-60
0,00404;-1,52;2;0,48;202.000;-60;-60;-60
0,004041;-1,52;2;0,48;202.050;-60;-60;-60
0,004042;-1,52;2;0,48;202.100;-60;-60;-60
0,004043;-1,52;2;0,48;202.150;-60;-60;-60
0,004044;-1,556;2;0,444;202.200;-60;-60;-60
0,004045;-1,56;2;0,44;202.250;-60;-60;-60
0,004046;-1,56;2;0,44;202.300;-60;-60;-60
0,004047;-1,56;2;0,44;202.350;-60;-60;-60
0,004048;-1,56;2;0,44;202.400;-60;-60;-60
0,004049;-1,56;2;0,44;202.450;-60;-60;-60
0,00405;-1,56;2;0,44;202.500;-60;-54,8047;-54,8114
0,004051;-1,56;2;0,44;202.550;-60;-56,1657;-56,0068
0,004052;-1,56;2;0,44;202.600;-60;-60;-60
0,004053;-1,56;2;0,44;202.650;-60;-60;-60
0,004054;-1,6;2;0,4;202.700;-60;-60;-60
0,004055;-1,6;2;0,4;202.750;-60;-60;-60
0,004056;-1,6;2;0,4;202.800;-60;-60;-60
0,004057;-1,6;2;0,4;202.850;-60;-60;-60
0,004058;-1,6;2;0,4;202.900;-60;-60;-60
0,004059;-1,6;2;0,4;202.950;-60;-60;-60
0,00406;-1,6;2;0,4;203.000;-48,7161;-60;-48,6988
0,004061;-1,6;2;0,4;203.050;-50,0875;-60;-50,0684
0,004062;-1,6;2;0,4;203.100;-60;-60;-60
0,004063;-1,604;2;0,396;203.150;-60;-60;-60
0,004064;-1,64;2;0,36;203.200;-60;-60;-60
0,004065;-1,64;2;0,36;203.250;-60;-60;-60
0,004066;-1,64;2;0,36;203.300;-60;-60;-60
0,004067;-1,64;2;0,36;203.350;-60;-60;-60
0,004068;-1,64;2;0,36;203.400;-60;-60;-60
0,004069;-1,64;2;0,36;203.450;-60;-60;-60
0,00407;-1,64;2;0,36;203.500;-60;-54,8652;-54,7954
0,004071;-1,64;2;0,36;203.550;-60;-56,1972;-56,1177
0,004072;-1,64;2;0,36;203.600;-60;-60;-60
0,004073;-1,648;2;0,352;203.650;-60;-60;-60
0,004074;-1,68;2;0,32;203.700;-60;-60;-60
0,004075;-1,68;2;0,32;203.750;-60;-60;-60
0,004076;-1,68;2;0,32;203.800;-60;-60;-60
0,004077;-1,68;2;0,32;203.850;-60;-60;-60
0,004078;-1,68;2;0,32;203.900;-60;-60;-60
0,004079;-1,68;2;0,32;203.950;-60;-60;-60
0,00408;-1,68;2;0,32;204.000;-48,7935;-60;-48,7761
0,004081;-1,68;2;0,32;204.050;-50,1;-60;-50,0807
0,004082;-1,68;2;0,32;204.100;-60;-60;-60
0,004083;-1,692;2;0,308;204.150;-60;-60;-60
0,004084;-1,72;2;0,28;204.200;-60;-60;-60
0,004085;-1,72;2;0,28;204.250;-60;-60;-60
0,004086;-1,72;2;0,28;204.300;-60;-60;-60
0,004087;-1,72;2;0,28;204.350;-60;-60;-60
0,004088;-1,72;2;0,28;204.400;-60;-60;-60
0,004089;-1,72;2;0,28;204.450;-60;-60;-60
0,00409;-1,72;2;0,28;204.500;-60;-54,9256;-54,8386
0,004091;-1,72;2;0,28;204.550;-60;-56,2285;-56,1665
0,004092;-1,72;2;0,28;204.600;-60;-60;-60
0,004093;-1,736;2;0,264;204.650;-60;-60;-60
0,004094;-1,76;2;0,24;204.700;-60;-60;-60
0,004095;-1,76;2;0,24;204.750;-60;-60;-60
0,004096;-1,76;2;0,24;204.800;-60;-60;-60
0,004097;-1,76;2;0,24;204.850;-60;-60;-60
0,004098;-1,76;2;0,24;204.900;-60;-60;-60
0,004099;-1,76;2;0,24;204.950;-60;-60;-60
0,0041;-1,76;2;0,24;205.000;-48,8563;-60;-48,8387
0,004101;-1,76;2;0,24;205.050;-50,1285;-60;-50,1092
0,004102;-1,76;2;0,24;205.100;-60;-60;-60
0,004103;-1,78;2;0,22;205.150;-60;-60;-60
0,004104;-1,8;2;0,2;205.200;-60;-60;-60
0,004105;-1,8;2;0,2;205.250;-60;-60;-60
0,004106;-1,8;2;0,2;205.300;-60;-60;-60
0,004107;-1,8;2;0,2;205.350;-60;-60;-60
0,004108;-1,8;2;0,2;205.400;-60;-60;-60
0,004109;-1,8;2;0,2;205.450;-60;-60;-60
0,00411;-1,8;2;0,2;205.500;-60;-54,9859;-54,9013
0,004111;-1,8;2;0,2;205.550;-60;-56,2598;-56,1929
0,004112;-1,8;2;0,2;205.600;-60;-60;-60
0,004113;-1,824;2;0,176;205.650;-60;-60;-60
0,004114;-1,84;2;0,16;205.700;-60;-60;-60
0,004115;-1,84;2;0,16;205.750;-60;-60;-60
0,004116;-1,84;2;0,16;205.800;-60;-60;-60
0,004117;-1,84;2;0,16;205.850;-60;-60;-60
0,004118;-1,84;2;0,16;205.900;-60;-60;-60
0,004119;-1,84;2;0,16;205.950;-60;-60;-60
0,00412;-1,84;2;0,16;206.000;-48,9123;-60;-48,8946
0,004121;-1,84;2;0,16;206.050;-50,1645;-60;-50,145
0,004122;-1,84;2;0,16;206.100;-60;-60;-60
0,004123;-1,868;2;0,132;206.150;-60;-60;-60
0,004124;-1,88;2;0,12;206.200;-60;-60;-60
0,004125;-1,88;2;0,12;206.250;-60;-60;-60
0,004126;-1,88;2;0,12;206.300;-60;-60;-60
0,004127;-1,88;2;0,12;206.350;-60;-60;-60
0,004128;-1,88;2;0,12;206.400;-60;-60;-60
0,004129;-1,88;2;0,12;206.450;-60;-60;-60
0,00413;-1,88;2;0,12;206.500;-60;-55,046;-54,9715
0,004131;-1,88;2;0,12;206.550;-60;-56,2909;-56,211
0,004132;-1,88;2;0,12;206.600;-60;-60;-60
0,004133;-1,912;2;0,088;206.650;-60;-60;-60
0,004134;-1,92;2;0,08;206.700;-60;-60;-60
0,004135;-1,92;2;0,08;206.750;-60;-60;-60
0,004136;-1,92;2;0,08;206.800;-60;-60;-60
0,004137;-1,92;2;0,08;206.850;-60;-60;-60
0,004138;-1,92;2;0,08;206.900;-60;-60;-60
0,004139;-1,92;2;0,08;206.950;-60;-60;-60
